iter	RMSE
301	0.06753256924
302	0.06708273132
303	0.06662375581
304	0.06647736785
305	0.06597718361
306	0.0657360781
307	0.06562489526
308	0.06518597222
309	0.0646470609
310	0.06412354131
311	0.06352231533
312	0.06328446707
313	0.06287422798
314	0.06243504089
315	0.06196716274
316	0.06183319352
317	0.06143912004
318	0.06121329709
319	0.06081255411
320	0.06039796101
321	0.06000440467
322	0.05961765808
323	0.05923083039
324	0.05885678344
325	0.05847935057
326	0.05822669197
327	0.05786065565
328	0.05774790623
329	0.05752390734
330	0.05741373054
331	0.05709237743
332	0.05668062486
333	0.05658899266
334	0.05619935779
335	0.05579866439
336	0.05549321286
337	0.05529872486
338	0.05490780784
339	0.0545231639
340	0.05422813165
341	0.05396769069
342	0.05351087435
343	0.05325413505
344	0.05295812949
345	0.05271487922
346	0.05263066316
347	0.05230919507
348	0.05187230573
349	0.05177614069
350	0.05160020755
351	0.05117301036
352	0.05090779345
353	0.05049001796
354	0.05007880123
355	0.04996093544
356	0.04955695863
357	0.04930182346
358	0.04918649196
359	0.0487913833
360	0.04840248027
361	0.04819242482
362	0.04782990734
363	0.04758447828
364	0.04738261475
365	0.04700895741
366	0.04668900141
367	0.04654687684
368	0.04635538459
369	0.04599367709
370	0.0456461986
371	0.04547204713
372	0.04529268458
373	0.04494285617
374	0.04476802732
375	0.04442505942
376	0.04425988794
377	0.04396569134
378	0.04380391143
379	0.04362850121
380	0.04329913641
381	0.04314065757
382	0.04296402138
383	0.04279679636
384	0.04264348218
385	0.04240364493
386	0.04225259195
387	0.04201773095
388	0.0417449779
389	0.04159632209
390	0.04141383185
391	0.0411864682
392	0.04104127603
393	0.04078073202
394	0.04062682632
395	0.04048573386
396	0.04023569163
397	0.04009474088
398	0.03984969787
399	0.03955069855
400	0.03936838265
401	0.03919093824
402	0.03890066028
403	0.03879457147
404	0.03861661084
405	0.0385124861
406	0.03823020839
407	0.03806288731
408	0.0379610636
409	0.03768619292
410	0.03751837082
411	0.03741886273
412	0.03725991371
413	0.03697188636
414	0.03681297219
415	0.03671556935
416	0.03643573444
417	0.03613961899
418	0.0359924218
419	0.03570418481
420	0.03547603681
421	0.03532916803
422	0.03519049746
423	0.03496950854
424	0.03484561069
425	0.03471927601
426	0.03459709891
427	0.0345055704
428	0.03428711213
429	0.03417100459
430	0.03405336755
431	0.03385526343
432	0.033767627
433	0.03365695031
434	0.03356347077
435	0.03345340749
436	0.03334222134
437	0.0332500467
438	0.03313734897
439	0.03304622612
440	0.03294048551
441	0.03283192899
442	0.0327420557
443	0.03262611172
444	0.0325218714
445	0.03243296793
446	0.03226839811
447	0.03208926492
448	0.03199255374
449	0.03189320421
450	0.03180624898
451	0.03172893298
452	0.03164286905
453	0.03155021092
454	0.0314570494
455	0.03137215184
456	0.03129815087
457	0.03121412145
458	0.03111655756
459	0.03103380798
460	0.03096167808
461	0.03089138317
462	0.03080940035
463	0.03072346607
464	0.03064250404
465	0.03052621142
466	0.03045313432
467	0.03037061121
468	0.03028932931
469	0.03020926757
470	0.0301304054
471	0.03005272267
472	0.029936884
473	0.02986053954
474	0.02978532953
475	0.0295989856
476	0.02952505924
477	0.02934367251
478	0.02927099733
479	0.02920219082
480	0.02902568641
481	0.02895498025
482	0.02877984811
483	0.02871017399
484	0.02862384403
485	0.02851900026
486	0.0284512578
487	0.0283845029
488	0.02821585005
489	0.02815158997
490	0.02806910561
491	0.02800314104
492	0.02793882638
493	0.02787544803
494	0.02779599229
495	0.02773152238
496	0.02766981766
497	0.02760901025
498	0.02742890708
499	0.02735231163
500	0.02721056778
501	0.02703676669
502	0.02697790757
503	0.02684043566
504	0.02667293994
505	0.02659879389
506	0.02646647519
507	0.02640950381
508	0.02632508985
509	0.02626877655
510	0.02614069155
511	0.02606944257
512	0.02591043178
513	0.02585584714
514	0.02572752202
515	0.02567391358
516	0.02562106963
517	0.0255265099
518	0.02543408898
519	0.02535416288
520	0.02528712812
521	0.02520837019
522	0.02502643642
523	0.02497597672
524	0.02479715671
525	0.02463744612
526	0.02450660977
527	0.02444297704
528	0.02437918379
529	0.02433118773
530	0.0242226546
531	0.02417537339
532	0.02403770243
533	0.02397710072
534	0.02385801614
535	0.023798708
536	0.02373742759
537	0.02363421355
538	0.02357399609
539	0.0234053613
540	0.02328121166
541	0.0231358137
542	0.02300605325
543	0.02297369565
544	0.02292529521
545	0.02280709605
546	0.02276390387
547	0.02273202077
548	0.02263421525
549	0.02248084994
550	0.02242607268
551	0.02237943798
552	0.02233348119
553	0.02222374624
554	0.02209601905
555	0.02192052864
556	0.02174969151
557	0.02158919788
558	0.02143288442
559	0.02131790184
560	0.02123767471
561	0.02108587257
562	0.02105021475
563	0.02093935111
564	0.02079192979
565	0.02068374908
566	0.02056575718
567	0.02042276978
568	0.02031628723
569	0.02020245441
570	0.02006521832
571	0.01993189109
572	0.01982819383
573	0.01978400602
574	0.01965415961
575	0.01959570864
576	0.0195533887
577	0.01947622616
578	0.01940017919
579	0.01932891544
580	0.01922162385
581	0.0191347737
582	0.01901099775
583	0.01888868423
584	0.01881575133
585	0.01877526601
586	0.01870335032
587	0.0186324733
588	0.01857531506
589	0.01845721645
590	0.01836083445
591	0.01824559846
592	0.0181533612
593	0.01808837072
594	0.01800889514
595	0.01796851829
596	0.01785606732
597	0.01776550314
598	0.01766368265
599	0.01756194851
600	0.01748526851
601	0.01738606101
602	0.01731118831
603	0.01721443335
604	0.01714131827
605	0.01702603473
606	0.01693904217
607	0.01685992567
608	0.01672624493
609	0.01663540172
610	0.01650506479
611	0.01639589834
612	0.01629485551
613	0.01625655805
614	0.01621295325
615	0.01610682149
616	0.01606979551
617	0.01594568894
618	0.01590390037
619	0.01581890492
620	0.01569814552
621	0.01557963808
622	0.01546334533
623	0.01534923051
624	0.01523725733
625	0.01515719781
626	0.01504789718
627	0.01498932997
628	0.01493178213
629	0.01485390519
630	0.01474506132
631	0.01463820063
632	0.01458233213
633	0.01447643808
634	0.01445444251
635	0.01434856637
636	0.01424568925
637	0.01414723465
638	0.01404792208
639	0.01402529464
640	0.01392954256
641	0.01385729154
642	0.01376076405
643	0.01366599863
644	0.01356880118
645	0.0134769809
646	0.01340803719
647	0.01331758918
648	0.01329618077
649	0.01320738645
650	0.01314679354
651	0.01306029328
652	0.01299988765
653	0.01294180894
654	0.0128593482
655	0.01279910462
656	0.0127155807
657	0.012660018
658	0.01260199858
659	0.01252809782
660	0.0124559447
661	0.01238935697
662	0.01235971372
663	0.01227156721
664	0.01224265315
665	0.01215664873
666	0.01208773816
667	0.01202034106
668	0.0119550122
669	0.01188726484
670	0.01182111898
671	0.01175653551
672	0.0117294296
673	0.01165376426
674	0.01162715529
675	0.01156885178
676	0.01154964741
677	0.01152389179
678	0.01147250505
679	0.01141076635
680	0.01135457107
681	0.01129419056
682	0.01121752287
683	0.01119939736
684	0.01114106668
685	0.0111170312
686	0.01104587642
687	0.01102247791
688	0.01095295407
689	0.01093017652
690	0.01091358408
691	0.0108591342
692	0.01081247427
693	0.01074546291
694	0.01072930633
695	0.0106764648
696	0.01062451907
697	0.01057578992
698	0.01051187245
699	0.01049622309
700	0.01043389954
701	0.01041856444
702	0.01033101964
703	0.01031596354
704	0.01030111688
705	0.01021608613
706	0.01020150813
707	0.01018713295
708	0.01010455085
709	0.01009043445
710	0.01001602773
711	0.009950806361
712	0.00993223859
713	0.009887971641
714	0.009808680645
715	0.009795293651
716	0.00978209327
717	0.009719203699
718	0.009677220145
719	0.009636004756
720	0.009567173936
721	0.009554390165
722	0.009479250976
723	0.009463486837
724	0.009419606466
725	0.009381105703
726	0.009365456877
727	0.009327472257
728	0.009292143663
729	0.009229173566
730	0.009170604165
731	0.009126504854
732	0.009067875576
733	0.009013391076
734	0.008975177146
735	0.008917639766
736	0.008876508757
737	0.008861539092
738	0.0088053836
739	0.008789969561
740	0.008750720237
741	0.008736144876
742	0.008668249147
743	0.008653947388
744	0.008639726823
745	0.00858960558
746	0.00852664116
747	0.008512683654
748	0.008459046384
749	0.008445323768
750	0.008392724823
751	0.008379231715
752	0.008330832722
753	0.008317445633
754	0.008254880979
755	0.008241744909
756	0.008203469685
757	0.008156483357
758	0.008114928674
759	0.008101796613
760	0.008088832143
761	0.008043172565
762	0.00801128461
763	0.00799838439
764	0.007948966072
765	0.007936281182
766	0.007892188139
767	0.007845498429
768	0.007809368956
769	0.007761646477
770	0.007749153881
771	0.007719229584
772	0.007684071331
773	0.007671660188
774	0.007642263902
775	0.007629967928
776	0.007584899297
777	0.007540830017
778	0.007495032251
779	0.00748304631
780	0.007444015304
781	0.007432186709
782	0.007403865185
783	0.007392150956
784	0.007349962471
785	0.007338441038
786	0.007305209433
787	0.007277479403
788	0.00726604528
789	0.007254756853
790	0.007227401716
791	0.007185156762
792	0.007174006946
793	0.007133221673
794	0.007089135862
795	0.007051465644
796	0.007040619043
797	0.007014281254
798	0.007003539011
799	0.006960686248
800	0.00695010493
801	0.006939658603
802	0.006913821179
803	0.006902769627
804	0.006872044693
805	0.006820428718
806	0.006809662362
807	0.006770277594
808	0.00673015631
809	0.006695011852
810	0.006657820259
811	0.006647783007
812	0.00660482058
813	0.006555920372
814	0.006508284217
815	0.006498274536
816	0.006461812222
817	0.006450428165
818	0.006428786008
819	0.00638290441
820	0.006338931071
821	0.006303965725
822	0.006269914913
823	0.006236753326
824	0.00620445635
825	0.00619172261
826	0.006170297077
827	0.006157783895
828	0.006136689304
829	0.006093550581
830	0.006072843305
831	0.006041767671
832	0.006021562826
833	0.006009339196
834	0.005989443834
835	0.00594780526
836	0.005918364469
837	0.005898979877
838	0.005887070315
839	0.00586798099
840	0.005827768957
841	0.005793191131
842	0.005762644608
843	0.005732748454
844	0.005694540399
845	0.005657530665
846	0.005623189872
847	0.005610950083
848	0.005578500876
849	0.005567363369
850	0.005535760665
851	0.005524919121
852	0.005514290917
853	0.005483586883
854	0.005446133169
855	0.005421407965
856	0.005395970906
857	0.005386802446
858	0.005357096989
859	0.005320912431
860	0.005297176514
861	0.005288268162
862	0.005253437674
863	0.005243407437
864	0.005208656421
865	0.00518725943
866	0.005164456205
867	0.005143806417
868	0.005135145789
869	0.005106820301
870	0.005098368262
871	0.005068319021
872	0.00506003385
873	0.005026761525
874	0.004995973559
875	0.004959400901
876	0.004931059024
877	0.004899157754
878	0.004891812253
879	0.004866742067
880	0.004834965873
881	0.00482781592
882	0.004818339872
883	0.004787592821
884	0.004780979171
885	0.004756598055
886	0.00474762918
887	0.004717278046
888	0.004713383833
889	0.004684103968
890	0.0046556139
891	0.00462789184
892	0.004599573716
893	0.004567970511
894	0.004540156618
895	0.004513094398
896	0.004488612176
897	0.004461501072
898	0.004435238267
899	0.004404868748
900	0.004370476811
901	0.004344273648
902	0.004315875597
903	0.004287749243
904	0.004279656619
905	0.004271765883
906	0.004243189341
907	0.004230355689
908	0.004208826217
909	0.004184373171
910	0.004159620297
911	0.004131246984
912	0.004106936289
913	0.004084632612
914	0.004058943965
915	0.004031784933
916	0.004008109497
917	0.003983454885
918	0.003977248362
919	0.003947036328
920	0.003921381734
921	0.003896090857
922	0.003884373348
923	0.003859498237
924	0.003853609575
925	0.003833425665
926	0.003808939329
927	0.003784939215
928	0.003765039178
929	0.003737447795
930	0.003718030138
931	0.003699018276
932	0.003680089565
933	0.003656082327
934	0.003637662369
935	0.003626754494
936	0.003616025641
937	0.003597849284
938	0.003587328674
939	0.003576980661
940	0.003562586709
941	0.003544922131
942	0.003534822244
943	0.003520787897
944	0.003514336011
945	0.003500478754
946	0.003487505991
947	0.003474795266
948	0.003457923058
949	0.00344728292
950	0.003436832291
951	0.003423562672
952	0.003418056562
953	0.003401242186
954	0.003388170338
955	0.003375274763
956	0.003363265708
957	0.003351500184
958	0.003346175102
959	0.003322796423
960	0.003317603777
961	0.003301779433
962	0.003285710764
963	0.003274408225
964	0.003253798061
965	0.003233517236
966	0.00322848949
967	0.003208069663
968	0.003197065647
969	0.003180823132
970	0.003164912565
971	0.003160056826
972	0.003140488825
973	0.003126050167
974	0.003120890048
975	0.003104019718
976	0.003089125839
977	0.003075127787
978	0.00307040967
979	0.003065460516
980	0.003052361858
981	0.003047792019
982	0.003032658475
983	0.003010057617
984	0.002989961165
985	0.002981864687
986	0.002961967193
987	0.002950918283
988	0.002928321997
989	0.002911694597
990	0.002900953234
991	0.002890355992
992	0.002880630316
993	0.002866965693
994	0.002859268658
995	0.002839576132
996	0.002835288677
997	0.002813921445
998	0.002797233724
999	0.002787124823
