tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,match_winner
2023-894,Bogota,Clay,32,I,20230403,278,204427,7,,Sara Sorribes Tormo,R,176.0,ESP,26.4,211901,,,Aliona Bolsova,R,172.0,MDA,25.4,6-0 6-4,3,R32,87.0,0.0,8.0,49.0,29.0,24.0,10.0,8.0,2.0,2.0,1.0,5.0,52.0,36.0,21.0,5.0,8.0,1.0,5.0,106.0,607.0,147.0,446.0,0
2023-806,Montreal,Hard,64,P,20230807,259,211148,,,Jasmine Paolini,R,160.0,ITA,27.5,202499,,,Donna Vekic,R,179.0,CRO,27.1,7-6(3) 6-2,3,R64,102.0,4.0,3.0,78.0,55.0,35.0,14.0,10.0,5.0,6.0,3.0,4.0,71.0,41.0,27.0,13.0,10.0,4.0,7.0,50.0,1070.0,22.0,2075.0,0
2022-560,Us Open,Hard,128,G,20220829,195,200033,,,Serena Williams,R,175.0,USA,40.9,204426,2,,Anett Kontaveit,R,174.0,EST,26.6,7-6(4) 2-6 6-2,3,R64,147.0,11.0,6.0,100.0,64.0,47.0,12.0,15.0,6.0,11.0,5.0,5.0,101.0,60.0,42.0,17.0,14.0,7.0,12.0,605.0,61.0,2.0,4360.0,0
2022-902,Miami,Hard,96,P,20220321,187,216262,,,Clara Burel,R,176.0,FRA,20.9,211684,,Q,Magdalena Frech,R,171.0,POL,24.2,6-3 7-5,3,R128,105.0,1.0,7.0,91.0,48.0,34.0,18.0,11.0,13.0,16.0,0.0,2.0,70.0,51.0,31.0,4.0,10.0,4.0,9.0,82.0,801.0,89.0,769.0,0
2023-1017,Cincinnati,Hard,64,P,20230814,285,216347,1,,Iga Swiatek,R,176.0,POL,22.2,203389,,WC,Danielle Collins,R,178.0,USA,29.6,6-1 6-0,3,R32,59.0,1.0,2.0,34.0,23.0,17.0,5.0,6.0,1.0,2.0,3.0,5.0,48.0,24.0,11.0,4.0,7.0,4.0,11.0,1.0,9730.0,34.0,1302.0,0
2022-902,Miami,Hard,96,P,20220321,196,201585,,,Sloane Stephens,R,170.0,USA,29.0,215910,,,Panna Udvardy,R,170.0,HUN,23.4,6-4 6-3,3,R128,99.0,2.0,0.0,61.0,44.0,29.0,8.0,9.0,5.0,7.0,3.0,5.0,79.0,54.0,30.0,10.0,10.0,7.0,12.0,38.0,1282.0,83.0,801.0,0
2024-1075,Wuhan,Hard,64,PM,20241007,275,222965,,LL,Erika Andreeva,R,,RUS,20.2,259799,16,,Mirra Andreeva,R,,RUS,17.4,6-3 6-1,3,R32,90.0,5.0,1.0,66.0,35.0,22.0,17.0,8.0,2.0,3.0,2.0,2.0,55.0,33.0,15.0,10.0,8.0,4.0,9.0,70.0,913.0,19.0,2218.0,0
2022-560,Us Open,Hard,128,G,20220829,113,206294,,,Yue Yuan,R,184.0,CHN,23.9,215096,,,Jaimee Fourlis,R,168.0,AUS,22.9,6-3 6-2,3,R128,103.0,4.0,3.0,55.0,35.0,27.0,8.0,9.0,2.0,3.0,3.0,0.0,56.0,37.0,20.0,7.0,8.0,3.0,7.0,142.0,444.0,173.0,369.0,0
2023-1038,Madrid,Clay,96,PM,20230424,247,201593,31,,Irina Camelia Begu,R,181.0,ROU,32.6,214096,,,Karolina Muchova,R,178.0,CZE,26.6,6-4 7-5,3,R64,113.0,4.0,4.0,74.0,53.0,37.0,10.0,11.0,5.0,7.0,1.0,1.0,74.0,48.0,30.0,12.0,11.0,6.0,10.0,35.0,1258.0,52.0,1036.0,0
2022-1086,St. Petersburg,Hard,32,P,20220207,298,204426,2,,Anett Kontaveit,R,174.0,EST,26.1,211533,7,,Jelena Ostapenko,R,177.0,LAT,24.6,6-3 6-4,3,SF,71.0,4.0,2.0,50.0,35.0,24.0,5.0,9.0,1.0,4.0,2.0,2.0,64.0,44.0,21.0,10.0,10.0,5.0,11.0,9.0,3871.0,25.0,2095.0,0
2022-806,Toronto,Hard,64,P,20220808,283,202505,12,,Belinda Bencic,R,175.0,SUI,25.4,200033,,,Serena Williams,R,175.0,USA,40.8,6-2 6-4,3,R32,77.0,8.0,5.0,59.0,38.0,32.0,10.0,9.0,1.0,1.0,6.0,4.0,54.0,36.0,26.0,6.0,9.0,5.0,8.0,12.0,2635.0,,,0
2023-609,Indian Wells,Hard,96,PM,20230306,263,220367,30,,Leylah Fernandez,L,168.0,CAN,20.4,215613,,WC,Emma Navarro,R,,USA,21.7,6-2 6-4,3,R64,94.0,2.0,9.0,61.0,36.0,25.0,11.0,9.0,2.0,4.0,0.0,5.0,81.0,40.0,20.0,20.0,9.0,7.0,12.0,49.0,1080.0,128.0,522.0,0
2023-2075,Guadalajara,Hard,64,P,20230918,289,201458,10,,Victoria Azarenka,R,180.0,BLR,34.1,206368,7,,Veronika Kudermetova,R,175.0,RUS,26.4,6-2 6-1,3,R16,102.0,3.0,3.0,58.0,30.0,19.0,19.0,8.0,4.0,5.0,4.0,4.0,63.0,35.0,19.0,9.0,7.0,6.0,11.0,23.0,2065.0,19.0,2250.0,0
2022-709,Rome,Clay,64,P,20220509,286,214082,,,Daria Kasatkina,R,170.0,RUS,25.0,211651,2,,Paula Badosa,R,180.0,ESP,24.4,6-4 6-4,3,R16,106.0,0.0,4.0,62.0,45.0,27.0,6.0,10.0,6.0,11.0,3.0,4.0,88.0,56.0,32.0,9.0,10.0,10.0,17.0,23.0,1825.0,3.0,4720.0,0
2024-520,Roland Garros,Clay,128,G,20240527,150,211095,,,Bernarda Pera,L,175.0,USA,29.4,211702,,,Nao Hibino,R,163.0,JPN,29.4,6-2 6-0,3,R128,,7.0,2.0,41.0,28.0,23.0,7.0,7.0,1.0,1.0,0.0,3.0,48.0,33.0,15.0,5.0,7.0,2.0,7.0,80.0,871.0,96.0,764.0,0
2024-1075,Wuhan,Hard,64,PM,20241007,248,222965,,LL,Erika Andreeva,R,,RUS,20.2,215035,,,Dayana Yastremska,R,175.0,UKR,24.3,7-5 6-4,3,R64,100.0,1.0,2.0,71.0,40.0,27.0,15.0,11.0,4.0,7.0,0.0,1.0,62.0,40.0,25.0,10.0,11.0,3.0,8.0,70.0,913.0,36.0,1612.0,0
2024-520,Roland Garros,Clay,128,G,20240527,209,219875,,,Varvara Gracheva,R,,FRA,23.8,201593,,PR,Irina Camelia Begu,R,181.0,ROU,33.7,7-5 6-3,3,R32,,0.0,1.0,74.0,52.0,28.0,12.0,11.0,6.0,9.0,3.0,2.0,55.0,45.0,26.0,2.0,10.0,5.0,10.0,88.0,800.0,127.0,581.0,0
2024-2036,Budapest,Clay,32,I,20240715,276,214119,,,Rebeka Masarova,R,186.0,ESP,24.9,222259,,WC,Natalia Szabanin,L,,HUN,20.7,6-2 6-3,3,R32,84.0,6.0,4.0,54.0,35.0,23.0,12.0,8.0,5.0,6.0,1.0,3.0,54.0,29.0,16.0,10.0,9.0,2.0,7.0,117.0,622.0,572.0,80.0,0
2022-804,Charleston,Clay,64,P,20220404,242,202505,10,,Belinda Bencic,R,175.0,SUI,25.0,216016,,,Xiyu Wang,L,,CHN,21.0,4-6 7-6(5) 6-3,3,R64,146.0,1.0,2.0,85.0,60.0,44.0,18.0,15.0,3.0,5.0,4.0,6.0,107.0,69.0,49.0,19.0,16.0,4.0,7.0,21.0,2151.0,149.0,434.0,0
2024-2017,Bad Homburg,Grass,32,P,20240624,275,215020,,,Anna Blinkova,R,179.0,RUS,25.7,215370,,WC,Bianca Andreescu,R,170.0,CAN,24.0,6-4 6-2,3,R32,75.0,0.0,7.0,62.0,40.0,28.0,8.0,9.0,6.0,9.0,4.0,3.0,56.0,37.0,21.0,5.0,9.0,5.0,11.0,66.0,982.0,165.0,455.0,0
2022-560,Us Open,Hard,128,G,20220829,132,220750,,,Daria Snigur,R,,UKR,20.4,201594,7,,Simona Halep,R,168.0,ROU,30.9,6-2 0-6 6-4,3,R128,100.0,0.0,3.0,72.0,46.0,27.0,10.0,12.0,3.0,8.0,3.0,3.0,74.0,50.0,30.0,11.0,12.0,10.0,15.0,124.0,503.0,7.0,3255.0,0
2023-2037,Warsaw,Hard,32,I,20230724,287,213583,,,Tatjana Maria,R,172.0,GER,35.9,220704,,,Clara Tauson,R,182.0,DEN,20.5,6-4 6-0,3,R16,80.0,2.0,2.0,50.0,22.0,17.0,13.0,8.0,3.0,5.0,0.0,1.0,48.0,29.0,12.0,8.0,8.0,0.0,6.0,65.0,900.0,91.0,747.0,0
2023-540,Wimbledon,Grass,128,G,20230703,145,211107,,WC,Katie Boulter,R,180.0,GBR,26.9,201611,,,Daria Saville,R,166.0,AUS,29.3,7-6(4) 6-2,3,R128,117.0,2.0,6.0,72.0,44.0,33.0,14.0,11.0,5.0,7.0,2.0,1.0,64.0,39.0,24.0,10.0,10.0,1.0,5.0,89.0,733.0,231.0,314.0,0
2023-806,Montreal,Hard,64,P,20230807,280,211148,,,Jasmine Paolini,R,160.0,ITA,27.5,201619,13,,Madison Keys,R,178.0,USA,28.4,W/O,3,R32,,,,,,,,,,,,,,,,,,,,50.0,1070.0,16.0,2535.0,0
2023-540,Wimbledon,Grass,128,G,20230703,140,206242,13,,Beatriz Haddad Maia,L,185.0,BRA,27.0,201709,,,Yulia Putintseva,R,163.0,KAZ,28.4,3-6 6-0 6-4,3,R128,128.0,5.0,3.0,75.0,58.0,44.0,6.0,12.0,2.0,4.0,2.0,3.0,94.0,65.0,41.0,9.0,13.0,6.0,11.0,13.0,2560.0,56.0,981.0,0
2024-710,Eastbourne,Grass,32,P,20240624,291,201619,4,,Madison Keys,R,178.0,USA,29.3,211843,,Q,Anhelina Kalinina,R,179.0,UKR,27.3,7-6(5) 6-1,3,R16,90.0,9.0,4.0,78.0,61.0,44.0,8.0,10.0,10.0,11.0,1.0,5.0,61.0,36.0,22.0,14.0,9.0,2.0,5.0,12.0,3343.0,44.0,1221.0,0
2023-560,Us Open,Hard,128,G,20230828,141,211337,,,Tamara Korpatsch,R,170.0,GER,28.2,201593,,,Irina Camelia Begu,R,181.0,ROU,33.0,6-3 6-2,3,R128,84.0,5.0,0.0,49.0,24.0,16.0,19.0,9.0,1.0,2.0,1.0,5.0,65.0,44.0,25.0,7.0,8.0,9.0,13.0,75.0,833.0,43.0,1168.0,0
2024-902,Miami,Hard,128,PM,20240318,229,220465,,Q,Katie Volynets,R,,USA,22.2,213550,,,Sofia Kenin,R,170.0,USA,25.3,6-2 4-6 6-3,3,R128,123.0,3.0,2.0,77.0,61.0,35.0,9.0,13.0,2.0,6.0,0.0,5.0,105.0,82.0,39.0,13.0,14.0,9.0,16.0,121.0,637.0,58.0,1164.0,0
2024-2012,Berlin,Grass,32,P,20240617,272,214939,,,Anna Kalinskaya,R,175.0,RUS,25.5,211702,,Q,Nao Hibino,R,163.0,JPN,29.5,2-6 6-4 6-2,3,R32,113.0,1.0,4.0,79.0,47.0,30.0,19.0,13.0,2.0,5.0,6.0,3.0,76.0,48.0,30.0,18.0,13.0,3.0,7.0,24.0,1986.0,93.0,770.0,0
2023-580,Australian Open,Hard,128,G,20230116,205,201533,23,,Shuai Zhang,R,177.0,CHN,33.9,220465,,Q,Katie Volynets,R,,USA,21.0,6-3 6-2,3,R32,63.0,0.0,0.0,44.0,35.0,27.0,7.0,9.0,1.0,1.0,0.0,4.0,51.0,32.0,21.0,6.0,8.0,1.0,5.0,22.0,1600.0,113.0,556.0,0
2023-806,Montreal,Hard,64,P,20230807,249,201458,16,,Victoria Azarenka,R,180.0,BLR,34.0,202663,,,Magda Linette,R,171.0,POL,31.4,6-3 6-0,3,R64,72.0,0.0,2.0,36.0,20.0,16.0,9.0,7.0,0.0,1.0,1.0,1.0,51.0,35.0,18.0,2.0,8.0,2.0,8.0,19.0,2235.0,25.0,1835.0,0
2023-902,Miami,Hard,96,PM,20230320,274,219875,,Q,Varvara Gracheva,R,,FRA,22.6,211684,,LL,Magdalena Frech,R,171.0,POL,25.2,6-1 6-2,3,R32,70.0,1.0,1.0,44.0,31.0,25.0,8.0,8.0,1.0,2.0,0.0,1.0,51.0,30.0,10.0,11.0,7.0,3.0,8.0,54.0,1014.0,105.0,622.0,0
2024-406,Strasbourg,Clay,32,I,20240520,283,211539,,WC,Fiona Ferro,R,170.0,FRA,27.1,222965,,Q,Erika Andreeva,R,,RUS,19.9,6-2 6-2,3,R32,88.0,1.0,0.0,53.0,33.0,21.0,14.0,8.0,6.0,7.0,0.0,2.0,60.0,36.0,18.0,9.0,8.0,9.0,14.0,142.0,526.0,101.0,744.0,0
2023-520,Roland Garros,Clay,128,G,20230529,214,206242,14,,Beatriz Haddad Maia,L,185.0,BRA,26.9,204427,,,Sara Sorribes Tormo,R,176.0,ESP,26.6,6-7(3) 6-3 7-5,3,R16,232.0,1.0,6.0,116.0,81.0,45.0,12.0,17.0,6.0,13.0,4.0,5.0,131.0,91.0,49.0,12.0,16.0,8.0,17.0,14.0,2420.0,132.0,529.0,0
2023-2085,Merida,Hard,32,I,20230220,285,202663,1,,Magda Linette,R,171.0,POL,31.0,215785,,,Camila Osorio,R,162.0,COL,21.1,6-7(2) 7-5 6-2,3,R32,161.0,2.0,3.0,94.0,62.0,39.0,15.0,16.0,6.0,11.0,1.0,10.0,117.0,74.0,48.0,13.0,16.0,6.0,14.0,21.0,1770.0,61.0,913.0,0
2024-609,Indian Wells,Hard,128,PM,20240306,259,214939,21,,Anna Kalinskaya,R,175.0,RUS,25.2,203501,,Q,Taylor Townsend,L,170.0,USA,27.8,7-5 3-6 6-4,3,R64,143.0,0.0,10.0,91.0,47.0,30.0,24.0,15.0,5.0,10.0,5.0,1.0,108.0,79.0,48.0,13.0,16.0,13.0,19.0,25.0,1943.0,77.0,911.0,0
2023-520,Roland Garros,Clay,128,G,20230529,107,201615,,,Lesia Tsurenko,R,174.0,UKR,33.9,206252,13,,Barbora Krejcikova,R,178.0,CZE,27.4,6-2 6-4,3,R128,88.0,0.0,6.0,62.0,47.0,32.0,5.0,9.0,1.0,3.0,0.0,6.0,56.0,35.0,16.0,10.0,9.0,3.0,8.0,66.0,883.0,13.0,2680.0,0
2024-540,Wimbledon,Grass,128,G,20240701,140,214082,14,,Daria Kasatkina,R,170.0,RUS,27.1,201533,,,Shuai Zhang,R,177.0,CHN,35.4,6-3 6-0,3,R128,74.0,3.0,5.0,58.0,29.0,20.0,17.0,8.0,2.0,3.0,1.0,0.0,53.0,31.0,15.0,9.0,7.0,2.0,7.0,12.0,3283.0,680.0,54.0,0
2022-2060,Sydney,Hard,30,P,20220110,284,211713,,,Jaqueline Cristian,R,180.0,ROU,23.6,211880,,WC,Priscilla Hon,R,171.0,AUS,23.6,7-6(5) 7-5,3,R32,115.0,3.0,2.0,74.0,42.0,31.0,19.0,12.0,2.0,4.0,3.0,2.0,79.0,43.0,29.0,19.0,12.0,1.0,4.0,73.0,954.0,223.0,320.0,0
2024-800,Brisbane,Hard,64,P,20240101,264,213710,,,Cristina Bucsa,R,,ESP,25.9,213889,,,Greet Minnen,R,,BEL,26.3,5-7 6-3 6-1,3,R64,130.0,3.0,2.0,73.0,47.0,36.0,13.0,14.0,2.0,5.0,3.0,3.0,109.0,66.0,39.0,19.0,14.0,15.0,21.0,61.0,1023.0,64.0,999.0,0
2022-2073,Tallinn,Hard,32,I,20220926,272,202499,,,Donna Vekic,R,179.0,CRO,26.2,216119,,WC,Maileen Nuudi,R,,EST,22.3,6-2 6-0,3,R32,60.0,6.0,4.0,44.0,27.0,22.0,9.0,7.0,3.0,3.0,1.0,1.0,38.0,17.0,4.0,10.0,7.0,1.0,6.0,85.0,715.0,640.0,51.0,0
2022-2041,Parma,Clay,32,I,20220926,293,206289,1,,Maria Sakkari,R,172.0,GRE,27.1,201551,,,Arantxa Rus,L,180.0,NED,31.7,3-6 6-2 6-3,3,R16,156.0,2.0,4.0,91.0,55.0,37.0,22.0,13.0,5.0,6.0,4.0,5.0,103.0,76.0,48.0,12.0,13.0,6.0,9.0,7.0,3176.0,114.0,562.0,0
2023-804,Charleston,Clay,64,P,20230403,249,213710,,,Cristina Bucsa,R,,ESP,25.2,213631,16,,Marie Bouzkova,R,180.0,CZE,24.7,7-5 6-7(3) 6-1,3,R64,173.0,0.0,3.0,94.0,62.0,34.0,19.0,15.0,6.0,12.0,4.0,4.0,110.0,65.0,40.0,13.0,16.0,7.0,17.0,81.0,753.0,36.0,1274.0,0
2023-808,Cancun Finals,Hard,8,F,20231030,290,221103,3,,Coco Gauff,R,175.0,USA,19.6,214954,7,,Marketa Vondrousova,L,173.0,CZE,24.3,5-7 7-6(4) 6-3,3,RR,148.0,3.0,17.0,105.0,65.0,43.0,13.0,16.0,6.0,13.0,2.0,5.0,100.0,65.0,35.0,17.0,17.0,3.0,11.0,3.0,5955.0,6.0,3839.0,0
2023-1020,Beijing,Hard,64,PM,20231002,247,221103,3,,Coco Gauff,R,175.0,USA,19.5,206420,,,Ekaterina Alexandrova,R,175.0,RUS,28.8,7-5 6-3,3,R64,82.0,3.0,4.0,71.0,39.0,29.0,15.0,11.0,3.0,5.0,2.0,6.0,59.0,38.0,24.0,8.0,10.0,4.0,8.0,3.0,6165.0,20.0,2165.0,0
2024-580,Australian Open,Hard,128,G,20240115,218,206252,9,,Barbora Krejcikova,R,178.0,CZE,28.0,259799,,,Mirra Andreeva,R,,RUS,16.7,4-6 6-3 6-2,3,R16,119.0,1.0,5.0,87.0,55.0,35.0,18.0,14.0,5.0,9.0,3.0,5.0,79.0,54.0,31.0,9.0,13.0,5.0,11.0,11.0,2891.0,47.0,1168.0,0
2024-540,Wimbledon,Grass,128,G,20240701,221,214981,4,,Elena Rybakina,R,184.0,KAZ,25.0,202494,21,,Elina Svitolina,R,174.0,UKR,29.8,6-3 6-2,3,QF,61.0,7.0,1.0,51.0,26.0,22.0,13.0,9.0,1.0,2.0,1.0,4.0,47.0,33.0,20.0,4.0,8.0,2.0,6.0,4.0,6026.0,21.0,2100.0,0
2023-560,Us Open,Hard,128,G,20230828,102,201616,,,Lauren Davis,R,157.0,USA,29.8,203575,,,Danka Kovinic,R,169.0,MNE,28.7,6-2 6-2,3,R128,73.0,0.0,5.0,47.0,26.0,19.0,10.0,8.0,4.0,7.0,0.0,4.0,54.0,24.0,11.0,9.0,8.0,2.0,9.0,50.0,1064.0,94.0,737.0,0
2023-560,Us Open,Hard,128,G,20230828,185,201619,17,,Madison Keys,R,178.0,USA,28.5,201518,,LL,Yanina Wickmayer,R,182.0,BEL,33.8,6-1 6-2,3,R64,54.0,4.0,1.0,46.0,35.0,27.0,8.0,8.0,1.0,1.0,0.0,2.0,37.0,22.0,13.0,6.0,7.0,0.0,4.0,17.0,2290.0,85.0,770.0,0
2022-540,Wimbledon,Grass,128,G,20220627,100,216347,1,,Iga Swiatek,R,176.0,POL,21.0,213544,,,Jana Fett,R,168.0,CRO,25.6,6-0 6-3,3,R128,75.0,0.0,3.0,56.0,33.0,20.0,11.0,8.0,6.0,8.0,1.0,9.0,52.0,27.0,15.0,6.0,7.0,4.0,10.0,1.0,8576.0,252.0,276.0,0
2022-2078,Chennai,Hard,32,I,20220912,284,215042,,,Katie Swan,R,170.0,GBR,23.4,215996,,,Arianne Hartono,R,,NED,26.3,6-1 6-2,3,R32,84.0,1.0,6.0,58.0,34.0,23.0,13.0,8.0,8.0,9.0,2.0,6.0,56.0,28.0,15.0,9.0,7.0,5.0,10.0,174.0,366.0,156.0,401.0,0
2023-2092,Ningbo,Hard,32,I,20230925,288,222258,,,Linda Fruhvirtova,R,,CZE,18.4,215020,4,,Anna Blinkova,R,179.0,RUS,25.0,6-3 3-6 6-1,3,R16,133.0,6.0,4.0,94.0,62.0,47.0,15.0,13.0,6.0,7.0,4.0,6.0,80.0,44.0,29.0,20.0,12.0,4.0,7.0,117.0,614.0,40.0,1263.0,0
2023-1050,Hobart,Hard,32,I,20230109,275,211148,,,Jasmine Paolini,R,160.0,ITA,27.0,206255,,SR,Patricia Maria Tig,R,,ROU,28.4,6-3 6-1,3,R32,65.0,2.0,2.0,53.0,37.0,22.0,5.0,8.0,5.0,8.0,1.0,5.0,41.0,28.0,8.0,3.0,8.0,2.0,9.0,65.0,867.0,790.0,28.0,0
2022-540,Wimbledon,Grass,128,G,20220627,127,216153,20,,Amanda Anisimova,R,180.0,USA,20.8,206294,,,Yue Yuan,R,184.0,CHN,23.7,6-3 6-4,3,R128,65.0,1.0,3.0,67.0,46.0,41.0,6.0,10.0,3.0,3.0,3.0,3.0,47.0,29.0,20.0,11.0,9.0,0.0,2.0,25.0,1840.0,152.0,418.0,0
2024-2017,Bad Homburg,Grass,32,P,20240624,288,215020,,,Anna Blinkova,R,179.0,RUS,25.7,206242,4,,Beatriz Haddad Maia,L,185.0,BRA,28.0,6-3 7-5,3,R16,101.0,2.0,5.0,70.0,45.0,31.0,11.0,11.0,4.0,7.0,3.0,8.0,66.0,42.0,26.0,7.0,10.0,3.0,8.0,66.0,982.0,20.0,2213.0,0
2022-710,Eastbourne,Grass,64,P,20220620,240,201465,,Q,Kirsten Flipkens,R,165.0,BEL,36.4,202628,,,Maryna Zanevska,R,175.0,BEL,28.8,6-2 6-3,3,R64,72.0,0.0,4.0,63.0,45.0,29.0,6.0,9.0,2.0,5.0,2.0,5.0,50.0,31.0,17.0,4.0,8.0,2.0,8.0,257.0,271.0,68.0,921.0,0
2024-1056,Tokyo,Hard,32,P,20241021,275,220520,,,Mccartney Kessler,R,,USA,25.2,220714,,,Elisabetta Cocciaretto,R,,ITA,23.7,6-3 6-3,3,R32,93.0,2.0,1.0,73.0,49.0,29.0,12.0,9.0,8.0,11.0,2.0,3.0,65.0,44.0,18.0,11.0,9.0,7.0,13.0,73.0,896.0,52.0,1048.0,0
2022-2041,Parma,Clay,32,I,20220926,271,201616,,,Lauren Davis,R,157.0,USA,28.9,201506,,WC,Sara Errani,R,164.0,ITA,35.4,7-5 7-5,3,R32,154.0,0.0,2.0,105.0,63.0,40.0,18.0,12.0,10.0,14.0,0.0,1.0,97.0,86.0,43.0,7.0,12.0,9.0,15.0,99.0,664.0,109.0,590.0,0
2023-2092,Ningbo,Hard,32,I,20230925,300,202460,1,,Ons Jabeur,R,167.0,TUN,29.0,223670,,,Diana Shnaider,L,,RUS,19.4,6-2 6-1,3,F,78.0,3.0,1.0,42.0,26.0,21.0,10.0,7.0,3.0,3.0,0.0,0.0,59.0,39.0,18.0,9.0,8.0,5.0,10.0,7.0,3875.0,85.0,791.0,0
2022-2041,Parma,Clay,32,I,20220926,299,206289,1,,Maria Sakkari,R,172.0,GRE,27.1,203575,,,Danka Kovinic,R,169.0,MNE,27.8,7-5 6-2,3,SF,90.0,3.0,1.0,56.0,31.0,22.0,15.0,10.0,2.0,4.0,1.0,3.0,57.0,32.0,18.0,10.0,10.0,2.0,7.0,7.0,3176.0,78.0,755.0,0
2023-1074,Hong Kong,Hard,32,I,20231009,274,210722,3,,Elise Mertens,R,179.0,BEL,27.8,201611,,Q,Daria Saville,R,166.0,AUS,29.5,6-1 6-4,3,R32,82.0,3.0,0.0,46.0,26.0,23.0,12.0,9.0,1.0,2.0,0.0,0.0,46.0,28.0,14.0,9.0,8.0,0.0,4.0,41.0,1244.0,211.0,347.0,0
2023-2042,Hamburg,Clay,32,I,20230723,286,220332,,,Eva Lys,R,165.0,GER,21.5,215910,,,Panna Udvardy,R,170.0,HUN,24.8,6-4 6-1,3,R16,79.0,1.0,6.0,51.0,30.0,21.0,10.0,9.0,1.0,3.0,0.0,2.0,52.0,32.0,16.0,9.0,8.0,3.0,8.0,167.0,436.0,96.0,728.0,0
2022-1052,Birmingham,Grass,32,I,20220613,270,201594,2,,Simona Halep,R,168.0,ROU,30.7,201615,,Q,Lesia Tsurenko,R,174.0,UKR,33.0,6-1 6-4,3,R32,78.0,4.0,2.0,55.0,34.0,25.0,10.0,9.0,7.0,9.0,1.0,1.0,48.0,24.0,13.0,8.0,8.0,2.0,7.0,20.0,2196.0,116.0,557.0,0
2023-1038,Madrid,Clay,96,PM,20230424,232,216083,,,Caty Mcnally,R,,USA,21.4,213646,,,Dalma Galfi,R,178.0,HUN,24.6,4-6 6-0 6-3,3,R128,126.0,1.0,5.0,75.0,42.0,31.0,17.0,13.0,1.0,3.0,3.0,2.0,77.0,50.0,30.0,14.0,12.0,6.0,11.0,69.0,840.0,93.0,692.0,0
2023-709,Rome,Clay,96,PM,20230508,231,204426,,,Anett Kontaveit,R,174.0,EST,27.3,219917,,,Alycia Parks,R,185.0,USA,22.3,6-1 6-1,3,R128,65.0,1.0,2.0,45.0,28.0,21.0,7.0,7.0,1.0,2.0,2.0,11.0,42.0,17.0,9.0,5.0,7.0,4.0,10.0,82.0,745.0,49.0,1041.0,0
2023-718,Dubai,Hard,64,P,20230220,241,211533,13,,Jelena Ostapenko,R,177.0,LAT,25.7,215290,,Q,Katarina Zavatska,R,173.0,UKR,23.0,6-1 6-4,3,R64,75.0,8.0,3.0,57.0,36.0,29.0,8.0,9.0,0.0,1.0,0.0,2.0,50.0,31.0,16.0,9.0,8.0,5.0,9.0,20.0,1795.0,280.0,223.0,0
2023-2008,Zhengzhou,Hard,32,P,20231009,290,214082,8,,Daria Kasatkina,R,170.0,RUS,26.4,222296,,WC,Zhuoxuan Bai,R,,CHN,20.8,6-2 6-4,3,R16,92.0,0.0,3.0,60.0,48.0,29.0,5.0,9.0,6.0,9.0,0.0,0.0,65.0,40.0,16.0,13.0,9.0,4.0,10.0,12.0,2830.0,117.0,590.0,0
2022-2070,Granby,Hard,32,I,20220822,295,216146,10,,Marta Kostyuk,R,175.0,UKR,20.1,201606,,,Rebecca Marino,R,183.0,CAN,31.6,6-2 4-6 6-2,3,QF,93.0,7.0,6.0,76.0,55.0,39.0,11.0,13.0,3.0,6.0,0.0,3.0,81.0,42.0,25.0,18.0,13.0,7.0,13.0,72.0,865.0,112.0,558.0,0
2023-808,Cancun Finals,Hard,8,F,20231030,286,216347,2,,Iga Swiatek,R,176.0,POL,22.4,202468,5,,Jessica Pegula,R,170.0,USA,29.6,6-1 6-0,3,F,60.0,1.0,1.0,38.0,22.0,18.0,11.0,7.0,1.0,1.0,0.0,1.0,34.0,17.0,7.0,5.0,6.0,2.0,7.0,2.0,7795.0,5.0,4895.0,0
2023-902,Miami,Hard,96,PM,20230320,268,203354,25,,Martina Trevisan,L,160.0,ITA,29.3,211702,,Q,Nao Hibino,R,163.0,JPN,28.3,6-4 6-3,3,R64,82.0,2.0,1.0,61.0,44.0,28.0,9.0,10.0,3.0,5.0,1.0,0.0,50.0,34.0,19.0,7.0,9.0,3.0,7.0,24.0,1593.0,137.0,484.0,0
2022-1003,Doha,Hard,64,P,20220221,245,201514,,,Sorana Cirstea,R,176.0,ROU,31.8,210886,,WC,Mayar Sherif,R,180.0,EGY,25.7,6-2 6-1,3,R64,67.0,2.0,2.0,37.0,21.0,15.0,10.0,7.0,3.0,4.0,0.0,1.0,62.0,45.0,22.0,5.0,8.0,6.0,12.0,31.0,1607.0,64.0,949.0,0
2022-580,Australian Open,Hard,128,G,20220117,184,201594,14,,Simona Halep,R,168.0,ROU,30.3,206242,,,Beatriz Haddad Maia,L,185.0,BRA,25.6,6-2 6-0,3,R64,66.0,2.0,2.0,37.0,22.0,17.0,11.0,7.0,0.0,0.0,0.0,1.0,51.0,40.0,20.0,3.0,7.0,5.0,10.0,15.0,2657.0,83.0,868.0,0
