tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,match_winner
2023-540,Wimbledon,Grass,128,G,20230703,106,203389,,,Danielle Collins,R,178.0,USA,29.5,211814,,,Julia Grabher,R,170.0,AUT,27.0,6-4 6-4,3,R128,84.0,1.0,1.0,60.0,41.0,32.0,12.0,10.0,5.0,5.0,4.0,3.0,69.0,46.0,28.0,12.0,10.0,5.0,7.0,52.0,1013.0,58.0,970.0,0
2023-1081,Zhuhai,Hard,12,F,20231023,291,206368,5,,Veronika Kudermetova,R,175.0,RUS,26.4,214643,4,,Liudmila Samsonova,R,180.0,RUS,24.9,6-4 3-6 7-5,3,RR,173.0,5.0,2.0,107.0,68.0,48.0,14.0,15.0,11.0,16.0,7.0,9.0,94.0,52.0,35.0,17.0,16.0,4.0,10.0,16.0,2460.0,15.0,2545.0,0
2023-709,Rome,Clay,96,PM,20230508,250,206368,11,,Veronika Kudermetova,R,175.0,RUS,26.0,203463,,,Nuria Parrizas Diaz,R,167.0,ESP,31.8,7-5 6-2,3,R64,103.0,6.0,1.0,73.0,39.0,30.0,16.0,10.0,4.0,6.0,0.0,2.0,60.0,42.0,22.0,6.0,10.0,5.0,10.0,12.0,2660.0,80.0,755.0,0
2024-718,Dubai,Hard,64,P,20240219,286,201514,,,Sorana Cirstea,R,176.0,ROU,33.8,202499,,,Donna Vekic,R,179.0,CRO,27.6,3-6 6-3 7-5,3,R16,135.0,5.0,2.0,83.0,47.0,33.0,15.0,15.0,1.0,6.0,7.0,4.0,95.0,57.0,34.0,16.0,15.0,3.0,9.0,22.0,1893.0,31.0,1580.0,0
2024-902,Miami,Hard,128,PM,20240318,177,201496,,WC,Caroline Wozniacki,R,177.0,DEN,33.6,216262,,,Clara Burel,R,176.0,FRA,22.9,6-1 6-4,3,R128,78.0,0.0,2.0,52.0,29.0,23.0,12.0,9.0,3.0,5.0,2.0,7.0,60.0,32.0,16.0,10.0,8.0,6.0,11.0,129.0,588.0,45.0,1287.0,0
2022-2074,San Diego,Hard,32,P,20221010,292,221103,6,,Coco Gauff,R,175.0,USA,18.5,215370,,,Bianca Andreescu,R,170.0,CAN,22.3,6-4 4-6 6-3,3,R16,150.0,4.0,6.0,85.0,49.0,41.0,11.0,15.0,4.0,8.0,1.0,1.0,104.0,76.0,45.0,12.0,14.0,9.0,14.0,8.0,3047.0,57.0,971.0,0
2023-804,Charleston,Clay,64,P,20230403,256,203500,,Q,Sachia Vickery,R,162.0,USA,27.8,215037,,Q,Kayla Day,L,173.0,USA,23.5,6-4 6-2,3,R64,119.0,2.0,2.0,65.0,36.0,26.0,14.0,9.0,5.0,7.0,1.0,4.0,69.0,42.0,24.0,10.0,9.0,4.0,9.0,187.0,348.0,184.0,351.0,0
2023-2074,San Diego,Hard,32,P,20230911,296,215613,,Q,Emma Navarro,R,,USA,22.3,206289,3,,Maria Sakkari,R,172.0,GRE,28.1,6-4 0-6 7-6(4),3,QF,133.0,1.0,4.0,90.0,53.0,33.0,18.0,14.0,5.0,11.0,8.0,8.0,93.0,46.0,33.0,21.0,14.0,3.0,7.0,61.0,943.0,9.0,3525.0,0
2022-1086,St. Petersburg,Hard,32,P,20220207,286,204426,2,,Anett Kontaveit,R,174.0,EST,26.1,201514,,,Sorana Cirstea,R,176.0,ROU,31.8,6-4 7-5,3,R16,91.0,1.0,2.0,69.0,46.0,32.0,14.0,11.0,4.0,6.0,1.0,2.0,64.0,39.0,27.0,12.0,11.0,3.0,7.0,9.0,3871.0,31.0,1612.0,0
2024-709,Rome,Clay,128,PM,20240506,200,202663,,,Magda Linette,R,171.0,POL,32.2,202684,,,Lin Zhu,R,173.0,CHN,30.2,6-3 6-2,3,R128,81.0,0.0,1.0,45.0,22.0,19.0,17.0,9.0,0.0,0.0,1.0,4.0,59.0,33.0,17.0,14.0,8.0,7.0,10.0,51.0,1188.0,57.0,1097.0,0
2024-1075,Wuhan,Hard,64,PM,20241007,264,206368,,,Veronika Kudermetova,R,175.0,RUS,27.4,213631,,,Marie Bouzkova,R,180.0,CZE,26.2,6-4 7-6(4),3,R64,143.0,3.0,2.0,85.0,55.0,41.0,12.0,11.0,10.0,13.0,1.0,1.0,83.0,42.0,26.0,18.0,11.0,5.0,9.0,63.0,983.0,42.0,1320.0,0
2024-2040,Cleveland,Hard,32,I,20240819,287,215713,5,,Anastasia Potapova,R,175.0,RUS,23.3,220704,,,Clara Tauson,R,182.0,DEN,21.6,6-2 6-2,3,R16,68.0,0.0,5.0,46.0,24.0,19.0,10.0,8.0,2.0,4.0,2.0,7.0,51.0,27.0,13.0,8.0,8.0,5.0,11.0,43.0,1309.0,65.0,941.0,0
2022-580,Australian Open,Hard,128,G,20220117,221,201619,,,Madison Keys,R,178.0,USA,26.9,206252,4,,Barbora Krejcikova,R,178.0,CZE,26.0,6-3 6-2,3,QF,85.0,11.0,1.0,65.0,47.0,36.0,6.0,9.0,7.0,8.0,2.0,4.0,66.0,37.0,18.0,14.0,8.0,8.0,12.0,51.0,1153.0,4.0,5213.0,0
2022-2044,Portoroz,Hard,32,I,20220912,290,201615,,,Lesia Tsurenko,R,174.0,UKR,33.2,206420,5,,Ekaterina Alexandrova,R,175.0,RUS,27.8,7-5 7-6(5),3,R16,147.0,0.0,8.0,95.0,54.0,34.0,17.0,12.0,8.0,13.0,1.0,8.0,99.0,54.0,36.0,11.0,12.0,7.0,13.0,92.0,679.0,24.0,1750.0,0
2024-609,Indian Wells,Hard,128,PM,20240306,297,216347,1,,Iga Swiatek,R,176.0,POL,22.7,201496,,WC,Caroline Wozniacki,R,177.0,DEN,33.6,6-4 1-0 RET,3,QF,65.0,2.0,0.0,27.0,16.0,10.0,8.0,5.0,0.0,1.0,1.0,1.0,55.0,34.0,18.0,9.0,6.0,7.0,10.0,1.0,10105.0,204.0,373.0,0
2024-609,Indian Wells,Hard,128,PM,20240306,275,210722,24,,Elise Mertens,R,179.0,BEL,28.3,211768,,,Naomi Osaka,R,180.0,JPN,26.3,7-5 6-4,3,R32,116.0,5.0,7.0,79.0,49.0,32.0,15.0,11.0,6.0,9.0,7.0,6.0,76.0,29.0,23.0,17.0,11.0,5.0,10.0,28.0,1646.0,287.0,258.0,0
2023-2085,Merida,Hard,32,I,20230220,271,219875,,LL,Varvara Gracheva,R,,FRA,22.5,213583,,,Tatjana Maria,R,172.0,GER,35.5,3-6 6-4 6-2,3,R32,119.0,2.0,4.0,83.0,56.0,39.0,14.0,13.0,7.0,10.0,6.0,4.0,74.0,37.0,29.0,15.0,14.0,1.0,6.0,89.0,702.0,72.0,850.0,0
2024-580,Australian Open,Hard,128,G,20240115,160,201615,28,,Lesia Tsurenko,R,174.0,UKR,34.6,214459,,,Lucia Bronzetti,R,,ITA,25.0,3-6 7-5 6-3,3,R128,158.0,0.0,8.0,103.0,72.0,36.0,15.0,15.0,8.0,16.0,1.0,5.0,107.0,64.0,31.0,17.0,15.0,9.0,18.0,33.0,1452.0,55.0,1099.0,0
2022-520,Roland Garros,Clay,128,G,20220523,184,202505,14,,Belinda Bencic,R,175.0,SUI,25.2,215370,,,Bianca Andreescu,R,170.0,CAN,21.9,6-2 6-4,3,R64,,2.0,4.0,58.0,39.0,30.0,8.0,9.0,5.0,6.0,1.0,2.0,56.0,33.0,18.0,12.0,9.0,2.0,6.0,14.0,2525.0,72.0,913.0,0
2024-1050,Hobart,Hard,32,I,20240108,273,213583,9,,Tatjana Maria,R,172.0,GER,36.4,206408,,LL,Nadia Podoroska,R,170.0,ARG,26.9,6-1 4-3 RET,3,R32,67.0,4.0,3.0,55.0,34.0,26.0,8.0,7.0,4.0,5.0,0.0,2.0,40.0,28.0,16.0,4.0,7.0,2.0,6.0,42.0,1215.0,63.0,1009.0,0
2024-1082,Prague,Clay,32,I,20240722,279,213544,,,Jana Fett,R,168.0,CRO,27.7,202421,,LL,Alison Van Uytvanck,R,173.0,BEL,30.3,6-2 6-2,3,R32,86.0,2.0,3.0,65.0,43.0,23.0,12.0,8.0,9.0,12.0,1.0,3.0,48.0,25.0,10.0,6.0,8.0,5.0,12.0,116.0,630.0,245.0,294.0,0
2024-1039,Monterrey,Hard,32,P,20240819,289,222328,6,,Linda Noskova,R,,CZE,19.7,216016,,,Xiyu Wang,L,,CHN,23.3,6-4 7-6(11),3,R16,110.0,3.0,4.0,70.0,39.0,28.0,17.0,11.0,2.0,4.0,8.0,5.0,75.0,51.0,37.0,7.0,11.0,6.0,9.0,35.0,1568.0,56.0,1063.0,0
2024-1003,Doha,Hard,64,P,20240212,287,201499,,,Anastasia Pavlyuchenkova,R,177.0,RUS,32.6,214954,6,,Marketa Vondrousova,L,173.0,CZE,24.6,7-5 6-3,3,R16,111.0,3.0,3.0,80.0,46.0,29.0,19.0,11.0,6.0,8.0,6.0,1.0,67.0,39.0,24.0,13.0,10.0,4.0,8.0,32.0,1421.0,8.0,3736.0,0
2022-2075,Guadalajara 2,Hard,64,P,20221017,271,213631,,,Marie Bouzkova,R,180.0,CZE,24.2,215785,,,Camila Osorio,R,162.0,COL,20.8,6-3 6-1,3,R32,80.0,0.0,3.0,58.0,36.0,26.0,10.0,8.0,7.0,8.0,2.0,3.0,46.0,29.0,17.0,4.0,8.0,3.0,8.0,38.0,1242.0,71.0,843.0,0
2024-520,Roland Garros,Clay,128,G,20240527,175,214643,17,,Liudmila Samsonova,R,180.0,RUS,25.5,216153,,PR,Amanda Anisimova,R,180.0,USA,22.7,6-2 6-1,3,R64,,3.0,1.0,35.0,20.0,14.0,11.0,7.0,0.0,1.0,0.0,4.0,48.0,31.0,9.0,10.0,8.0,4.0,10.0,17.0,2580.0,231.0,322.0,0
2023-1074,Hong Kong,Hard,32,I,20231009,287,211701,,,Katerina Siniakova,R,174.0,CZE,27.4,215872,,,Kamilla Rakhimova,R,,RUS,22.1,6-7(3) 6-3 6-1,3,R16,137.0,4.0,7.0,81.0,53.0,35.0,14.0,14.0,0.0,3.0,1.0,3.0,96.0,62.0,40.0,10.0,14.0,7.0,14.0,85.0,789.0,81.0,836.0,0
2024-2014,Adelaide,Hard,32,P,20240108,294,202468,2,,Jessica Pegula,R,170.0,USA,29.8,201499,,Q,Anastasia Pavlyuchenkova,R,177.0,RUS,32.5,6-7(1) 7-5 6-4,3,QF,146.0,9.0,5.0,115.0,67.0,50.0,22.0,17.0,10.0,13.0,3.0,4.0,100.0,66.0,46.0,18.0,17.0,3.0,8.0,5.0,5905.0,59.0,1046.0,0
2023-2085,Merida,Hard,32,I,20230220,284,215910,,,Panna Udvardy,R,170.0,HUN,24.3,215898,,,Jule Niemeier,R,178.0,GER,23.5,7-6(1) 7-6(5),3,R32,154.0,7.0,6.0,100.0,61.0,40.0,17.0,12.0,4.0,7.0,5.0,12.0,94.0,43.0,30.0,24.0,12.0,6.0,9.0,91.0,695.0,69.0,858.0,0
2023-580,Australian Open,Hard,128,G,20230116,134,201709,,,Yulia Putintseva,R,163.0,KAZ,28.0,201514,,,Sorana Cirstea,R,176.0,ROU,32.7,2-6 6-4 6-3,3,R128,111.0,3.0,0.0,89.0,60.0,39.0,14.0,14.0,8.0,12.0,3.0,1.0,76.0,58.0,37.0,7.0,13.0,0.0,5.0,47.0,1054.0,42.0,1136.0,0
2023-2037,Warsaw,Hard,32,I,20230724,278,206124,,,Tereza Martincova,R,178.0,CZE,28.7,201533,5,,Shuai Zhang,R,177.0,CHN,34.5,7-6(3) 6-4,3,R32,91.0,1.0,4.0,73.0,54.0,34.0,11.0,11.0,1.0,5.0,0.0,4.0,67.0,42.0,24.0,7.0,11.0,1.0,6.0,107.0,656.0,45.0,1124.0,0
2023-1005,Rabat,Clay,32,I,20230522,299,211814,,,Julia Grabher,R,170.0,AUT,26.8,220699,,,Julia Riera,R,,ARG,20.9,6-1 3-6 7-6(6),3,SF,139.0,0.0,0.0,94.0,76.0,45.0,11.0,14.0,6.0,10.0,1.0,5.0,99.0,68.0,42.0,9.0,14.0,5.0,10.0,74.0,769.0,195.0,358.0,0
2022-902,Miami,Hard,96,P,20220321,270,216347,2,,Iga Swiatek,R,176.0,POL,20.8,201483,,,Madison Brengle,R,168.0,USA,31.9,6-0 6-3,3,R32,65.0,1.0,1.0,47.0,24.0,16.0,15.0,8.0,1.0,2.0,0.0,1.0,42.0,33.0,13.0,5.0,7.0,5.0,10.0,2.0,5776.0,59.0,1037.0,0
2024-800,Brisbane,Hard,64,P,20240101,291,211533,3,,Jelena Ostapenko,R,177.0,LAT,26.5,201662,16,,Karolina Pliskova,R,184.0,CZE,31.7,6-2 4-6 6-3,3,R16,137.0,4.0,5.0,104.0,65.0,41.0,21.0,14.0,8.0,11.0,18.0,3.0,100.0,58.0,42.0,13.0,13.0,7.0,12.0,12.0,2830.0,39.0,1287.0,0
2023-1051,Stuttgart,Clay,32,P,20230417,289,215713,,,Anastasia Potapova,R,175.0,RUS,22.0,221103,5,,Coco Gauff,R,175.0,USA,19.0,6-2 6-3,3,R16,77.0,1.0,1.0,55.0,33.0,27.0,13.0,9.0,6.0,6.0,2.0,2.0,78.0,46.0,31.0,10.0,8.0,10.0,13.0,24.0,1679.0,6.0,4346.0,0
2024-580,Australian Open,Hard,128,G,20240115,174,214939,,,Anna Kalinskaya,R,175.0,RUS,25.1,201551,,,Arantxa Rus,L,180.0,NED,33.0,6-1 7-5,3,R64,82.0,1.0,1.0,55.0,45.0,29.0,6.0,10.0,3.0,5.0,3.0,1.0,67.0,53.0,27.0,5.0,9.0,8.0,14.0,75.0,923.0,45.0,1188.0,0
2023-2008,Zhengzhou,Hard,32,P,20231009,272,201696,,Q,Laura Siegemund,R,168.0,GER,35.5,202684,,,Lin Zhu,R,173.0,CHN,29.6,6-2 6-3,3,R32,107.0,0.0,1.0,71.0,54.0,33.0,8.0,9.0,5.0,7.0,0.0,2.0,56.0,34.0,18.0,8.0,8.0,6.0,11.0,113.0,629.0,35.0,1331.0,0
2023-560,Us Open,Hard,128,G,20230828,132,206374,,Q,Yafan Wang,R,170.0,CHN,29.3,201614,7,,Caroline Garcia,R,177.0,FRA,29.8,6-4 6-1,3,R128,70.0,2.0,2.0,50.0,28.0,23.0,12.0,8.0,3.0,3.0,7.0,6.0,56.0,32.0,21.0,11.0,9.0,6.0,10.0,114.0,628.0,7.0,3820.0,0
2022-806,Toronto,Hard,64,P,20220808,249,211533,16,,Jelena Ostapenko,R,177.0,LAT,25.1,211843,,,Anhelina Kalinina,R,179.0,UKR,25.4,6-4 6-2,3,R64,73.0,2.0,4.0,52.0,32.0,26.0,9.0,9.0,5.0,6.0,6.0,11.0,63.0,30.0,21.0,11.0,9.0,3.0,7.0,16.0,2302.0,52.0,1091.0,0
2024-1017,Cincinnati,Hard,64,PM,20240812,292,214544,3,,Aryna Sabalenka,R,182.0,BLR,26.2,202494,,,Elina Svitolina,R,174.0,UKR,29.9,7-5 6-2,3,R16,79.0,5.0,3.0,57.0,35.0,26.0,14.0,10.0,4.0,5.0,5.0,4.0,58.0,36.0,23.0,8.0,10.0,0.0,4.0,3.0,7366.0,30.0,1714.0,0
2022-2025,Ostrava,Hard,32,P,20221003,288,219917,,Q,Alycia Parks,R,185.0,USA,21.7,206289,4,,Maria Sakkari,R,172.0,GRE,27.1,5-7 7-5 7-5,3,R16,164.0,15.0,8.0,104.0,66.0,54.0,20.0,18.0,5.0,7.0,3.0,5.0,117.0,70.0,53.0,24.0,18.0,6.0,9.0,144.0,420.0,7.0,3355.0,0
2023-2012,Berlin,Grass,32,P,20230619,294,202499,,,Donna Vekic,R,179.0,CRO,26.9,220589,,LL,Elina Avanesyan,R,,ARM,20.7,6-2 7-6(0),3,QF,93.0,3.0,1.0,69.0,45.0,30.0,12.0,10.0,1.0,4.0,1.0,2.0,67.0,47.0,26.0,5.0,10.0,3.0,8.0,23.0,1725.0,81.0,777.0,0
2024-2036,Budapest,Clay,32,I,20240715,285,223670,1,,Diana Shnaider,L,,RUS,20.2,214541,,WC,Fanny Stollar,R,172.0,HUN,25.6,6-3 3-6 6-4,3,R32,120.0,3.0,2.0,85.0,52.0,33.0,16.0,14.0,3.0,8.0,5.0,3.0,93.0,66.0,38.0,12.0,14.0,3.0,9.0,28.0,1795.0,280.0,239.0,0
2022-2073,Tallinn,Hard,32,I,20220926,298,206252,7,,Barbora Krejcikova,R,178.0,CZE,26.7,202505,2,,Belinda Bencic,R,175.0,SUI,25.5,6-7(5) 7-6(2) 6-2,3,SF,202.0,6.0,10.0,108.0,64.0,50.0,24.0,16.0,1.0,2.0,10.0,10.0,150.0,92.0,68.0,20.0,16.0,17.0,20.0,27.0,1627.0,14.0,2295.0,0
2022-540,Wimbledon,Grass,128,G,20220627,113,201568,,,Kristina Kucova,R,163.0,SVK,32.0,206007,,,Laura Pigossi,R,164.0,BRA,27.9,7-5 6-0,3,R128,77.0,2.0,3.0,52.0,37.0,24.0,7.0,9.0,3.0,6.0,0.0,3.0,57.0,32.0,14.0,9.0,9.0,2.0,9.0,91.0,750.0,124.0,517.0,0
2024-1075,Wuhan,Hard,64,PM,20241007,263,211684,,,Magdalena Frech,R,171.0,POL,26.8,215988,,Q,Mai Hontama,R,,JPN,25.1,6-0 6-4,3,R64,78.0,0.0,1.0,49.0,34.0,23.0,10.0,8.0,1.0,2.0,1.0,1.0,50.0,32.0,14.0,8.0,8.0,7.0,12.0,27.0,1853.0,134.0,558.0,0
2024-1052,Birmingham,Grass,32,I,20240617,279,214452,,LL,Caroline Dolehide,R,178.0,USA,25.7,201662,,,Karolina Pliskova,R,184.0,CZE,32.2,2-6 6-3 7-6(5),3,R32,116.0,1.0,2.0,103.0,80.0,50.0,9.0,15.0,6.0,11.0,3.0,5.0,86.0,58.0,41.0,12.0,14.0,4.0,8.0,61.0,1035.0,42.0,1309.0,0
2024-804,Charleston,Clay,64,P,20240401,271,201585,,,Sloane Stephens,R,170.0,USA,31.0,220367,14,,Leylah Fernandez,L,168.0,CAN,21.5,6-4 6-4,3,R32,105.0,1.0,0.0,56.0,41.0,28.0,10.0,10.0,1.0,2.0,1.0,6.0,87.0,54.0,28.0,19.0,10.0,6.0,9.0,40.0,1377.0,34.0,1520.0,0
2022-1005,Rabat,Clay,32,I,20220516,288,214906,,,Claire Liu,R,170.0,USA,21.9,210886,4,,Mayar Sherif,R,180.0,EGY,26.0,4-6 7-6(5) 6-1,3,R16,165.0,1.0,4.0,104.0,66.0,36.0,13.0,14.0,4.0,12.0,4.0,3.0,98.0,78.0,39.0,4.0,15.0,11.0,21.0,92.0,715.0,50.0,1135.0,0
2024-2014,Adelaide,Hard,32,P,20240108,292,206420,,,Ekaterina Alexandrova,R,175.0,RUS,29.1,206368,8,,Veronika Kudermetova,R,175.0,RUS,26.7,6-4 6-4,3,R16,98.0,8.0,2.0,73.0,52.0,37.0,7.0,10.0,6.0,8.0,3.0,3.0,62.0,38.0,21.0,12.0,10.0,1.0,5.0,21.0,2075.0,16.0,2680.0,0
2022-1094,Lausanne,Clay,32,I,20220711,285,215899,,WC,Simona Waltert,R,,SUI,21.5,203389,1,,Danielle Collins,R,178.0,USA,28.5,6-7(5) 6-3 7-6(6),3,R32,181.0,0.0,12.0,127.0,75.0,49.0,26.0,17.0,14.0,19.0,4.0,15.0,135.0,71.0,43.0,30.0,16.0,11.0,17.0,154.0,414.0,7.0,3131.0,0
2024-580,Australian Open,Hard,128,G,20240115,120,201551,,,Arantxa Rus,L,180.0,NED,33.0,211843,24,,Anhelina Kalinina,R,179.0,UKR,26.9,6-1 6-0,3,R128,87.0,4.0,4.0,80.0,55.0,33.0,15.0,7.0,14.0,14.0,1.0,0.0,29.0,14.0,4.0,4.0,6.0,2.0,7.0,45.0,1188.0,30.0,1600.0,0
2024-2085,Merida,Hard,32,I,20241028,295,215983,,,Ann Li,R,170.0,USA,24.3,213525,,,Jil Teichmann,L,170.0,SUI,27.2,6-1 6-1,3,QF,62.0,1.0,2.0,43.0,24.0,17.0,9.0,7.0,1.0,3.0,0.0,4.0,42.0,33.0,10.0,2.0,7.0,3.0,10.0,111.0,655.0,153.0,496.0,0
2024-580,Australian Open,Hard,128,G,20240115,110,220704,,,Clara Tauson,R,182.0,DEN,21.0,213889,,,Greet Minnen,R,,BEL,26.4,7-5 7-5,3,R128,90.0,6.0,3.0,56.0,35.0,30.0,14.0,12.0,0.0,1.0,5.0,3.0,70.0,46.0,32.0,10.0,12.0,4.0,7.0,96.0,749.0,67.0,999.0,0
2022-520,Roland Garros,Clay,128,G,20220523,219,201585,,,Sloane Stephens,R,170.0,USA,29.1,213525,23,,Jil Teichmann,L,170.0,SUI,24.8,6-2 6-0,3,R16,,1.0,1.0,34.0,28.0,19.0,6.0,7.0,0.0,1.0,0.0,3.0,57.0,41.0,17.0,4.0,7.0,3.0,9.0,64.0,1000.0,24.0,1783.0,0
2024-580,Australian Open,Hard,128,G,20240115,149,259799,,,Mirra Andreeva,R,,RUS,16.7,211095,,,Bernarda Pera,L,175.0,USA,29.1,7-5 6-2,3,R128,78.0,3.0,1.0,61.0,40.0,27.0,12.0,10.0,2.0,4.0,1.0,1.0,56.0,26.0,17.0,13.0,10.0,4.0,9.0,47.0,1168.0,71.0,956.0,0
2024-1051,Stuttgart,Clay,32,P,20240415,299,214981,4,,Elena Rybakina,R,184.0,KAZ,24.8,216347,1,,Iga Swiatek,R,176.0,POL,22.8,6-3 4-6 6-3,3,SF,169.0,10.0,5.0,105.0,63.0,44.0,19.0,14.0,11.0,13.0,0.0,7.0,106.0,60.0,39.0,22.0,14.0,16.0,20.0,4.0,5848.0,1.0,10835.0,0
2023-1038,Madrid,Clay,96,PM,20230424,282,201549,27,,Petra Martic,R,181.0,CRO,32.2,214939,,,Anna Kalinskaya,R,175.0,RUS,24.3,6-3 4-6 6-3,3,R32,124.0,5.0,1.0,85.0,50.0,41.0,19.0,14.0,5.0,6.0,1.0,3.0,83.0,59.0,40.0,14.0,14.0,2.0,5.0,33.0,1275.0,62.0,900.0,0
2023-2075,Guadalajara,Hard,64,P,20230918,259,220367,,,Leylah Fernandez,L,168.0,CAN,21.0,201534,,Q,Asia Muhammad,R,178.0,USA,32.4,6-1 6-3,3,R64,66.0,3.0,5.0,42.0,28.0,26.0,7.0,8.0,0.0,0.0,1.0,3.0,49.0,27.0,19.0,8.0,8.0,3.0,7.0,74.0,835.0,349.0,173.0,0
2024-2017,Bad Homburg,Grass,32,P,20240624,290,201496,,WC,Caroline Wozniacki,R,177.0,DEN,33.9,206368,,,Veronika Kudermetova,R,175.0,RUS,27.1,6-2 6-4,3,R16,84.0,3.0,1.0,50.0,33.0,23.0,12.0,9.0,1.0,2.0,3.0,3.0,57.0,40.0,24.0,4.0,9.0,2.0,6.0,112.0,666.0,36.0,1488.0,0
2022-2002,Guadalajara,Hard,32,I,20220221,279,216133,,,Xin Yu Wang,R,182.0,CHN,20.4,215910,,,Panna Udvardy,R,170.0,HUN,23.4,6-4 4-6 6-1,3,R32,122.0,3.0,8.0,98.0,42.0,27.0,30.0,13.0,8.0,11.0,4.0,8.0,81.0,45.0,29.0,14.0,14.0,2.0,8.0,94.0,750.0,83.0,801.0,0
2024-2075,Guadalajara,Hard,32,P,20240909,271,216265,,Q,Olivia Gadecki,R,,AUS,22.3,201585,,,Sloane Stephens,R,170.0,USA,31.4,6-4 6-3,3,R32,85.0,6.0,3.0,55.0,31.0,20.0,14.0,10.0,1.0,4.0,0.0,2.0,67.0,42.0,23.0,9.0,9.0,7.0,12.0,152.0,484.0,63.0,987.0,0
2022-609,Indian Wells,Hard,96,P,20220307,211,201466,,,Kaia Kanepi,R,181.0,EST,36.7,221905,,WC,Robin Montgomery,L,,USA,17.5,6-3 6-3,3,R128,71.0,1.0,10.0,62.0,30.0,22.0,13.0,9.0,5.0,8.0,1.0,9.0,47.0,27.0,14.0,4.0,9.0,2.0,8.0,63.0,950.0,361.0,153.0,0
2022-1052,Birmingham,Grass,32,I,20220613,298,206242,,,Beatriz Haddad Maia,L,185.0,BRA,26.0,201594,2,,Simona Halep,R,168.0,ROU,30.7,6-3 2-6 6-4,3,SF,134.0,3.0,7.0,91.0,61.0,36.0,11.0,14.0,2.0,8.0,5.0,3.0,84.0,53.0,33.0,11.0,13.0,5.0,11.0,32.0,1425.0,20.0,2196.0,0
2022-2060,Sydney,Hard,30,P,20220110,279,201520,,,Petra Kvitova,L,183.0,CZE,31.8,201551,,,Arantxa Rus,L,180.0,NED,31.0,3-6 7-6(4) 7-5,3,R32,171.0,4.0,9.0,108.0,62.0,49.0,20.0,16.0,5.0,8.0,5.0,7.0,107.0,70.0,46.0,21.0,17.0,4.0,7.0,21.0,2530.0,66.0,1031.0,0
2022-1094,Lausanne,Clay,32,I,20220711,299,215337,,Q,Olga Danilovic,L,,SRB,21.4,215713,,,Anastasia Potapova,R,175.0,RUS,21.2,6-3 6-2,3,SF,70.0,1.0,1.0,51.0,29.0,17.0,14.0,8.0,5.0,6.0,4.0,4.0,56.0,37.0,23.0,4.0,9.0,3.0,8.0,124.0,522.0,79.0,779.0,0
2023-1050,Hobart,Hard,32,I,20230109,280,204434,,SE,Ysaline Bonaventure,L,178.0,BEL,28.3,214461,,Q,Tamara Zidansek,R,168.0,SLO,25.0,6-7(2) 6-2 6-2,3,R32,126.0,0.0,7.0,97.0,55.0,34.0,24.0,14.0,9.0,13.0,0.0,3.0,97.0,61.0,35.0,14.0,14.0,9.0,17.0,92.0,679.0,88.0,709.0,0
2023-540,Wimbledon,Grass,128,G,20230703,180,202460,6,,Ons Jabeur,R,167.0,TUN,28.8,222296,,Q,Zhuoxuan Bai,R,,CHN,20.6,6-1 6-1,3,R64,45.0,6.0,2.0,38.0,23.0,20.0,10.0,7.0,2.0,2.0,0.0,4.0,44.0,26.0,12.0,5.0,7.0,3.0,8.0,6.0,3547.0,191.0,371.0,0
2022-2078,Chennai,Hard,32,I,20220912,297,215042,,,Katie Swan,R,170.0,GBR,23.4,211702,,Q,Nao Hibino,R,163.0,JPN,27.7,6-3 3-6 6-3,3,QF,139.0,1.0,5.0,79.0,59.0,42.0,9.0,14.0,3.0,7.0,1.0,5.0,99.0,69.0,39.0,14.0,13.0,8.0,13.0,174.0,366.0,185.0,344.0,0
2022-2012,Berlin,Grass,32,P,20220613,297,202460,1,,Ons Jabeur,R,167.0,TUN,27.7,205925,,,Aliaksandra Sasnovich,R,174.0,BLR,28.2,6-7(3) 6-2 6-2,3,QF,116.0,8.0,3.0,93.0,60.0,43.0,14.0,14.0,7.0,10.0,1.0,3.0,86.0,50.0,29.0,15.0,14.0,5.0,12.0,4.0,4150.0,38.0,1341.0,0
2023-2014,Adelaide 2,Hard,32,P,20230109,280,213525,,Q,Jil Teichmann,L,170.0,SUI,25.4,201499,,,Anastasia Pavlyuchenkova,R,177.0,RUS,31.5,7-5 6-4,3,R32,99.0,5.0,2.0,61.0,37.0,27.0,18.0,11.0,2.0,2.0,1.0,4.0,65.0,37.0,29.0,14.0,11.0,2.0,4.0,33.0,1350.0,365.0,141.0,0
